product_id,product_name,brand_id,category_id,model_year,list_price,Extract Time,Source
256,Electra Townie Commute 27D - 2018,1,3,2018,899.99,2024-05-01 21:24:41.466589,datalake
257,Electra Amsterdam Fashion 3i Ladies' - 2017/2018,1,3,2018,899.99,2024-05-01 21:24:41.466589,datalake
258,Electra Amsterdam Royal 8i - 2017/2018,1,3,2018,1259.9,2024-05-01 21:24:41.466589,datalake
259,Electra Amsterdam Royal 8i Ladies - 2018,1,3,2018,1199.99,2024-05-01 21:24:41.466589,datalake
260,Electra Townie Balloon 3i EQ Ladies' - 2018,1,3,2018,799.99,2024-05-01 21:24:41.466589,datalake
261,Electra Townie Balloon 7i EQ - 2018,1,3,2018,899.99,2024-05-01 21:24:41.466589,datalake
262,Trek MT 201 - 2018,9,1,2018,249.99,2024-05-01 21:24:41.466589,datalake
263,Strider Classic 12 Balance Bike - 2018,6,1,2018,89.99,2024-05-01 21:24:41.466589,datalake
264,Strider Sport 16 - 2018,6,1,2018,249.99,2024-05-01 21:24:41.466589,datalake
265,Strider Strider 20 Sport - 2018,6,1,2018,289.99,2024-05-01 21:24:41.466589,datalake
266,Trek Superfly 20 - 2018,9,1,2018,399.99,2024-05-01 21:24:41.466589,datalake
267,Trek Precaliber 12 Girl's - 2018,9,1,2018,199.99,2024-05-01 21:24:41.466589,datalake
268,Trek Kickster - 2018,9,1,2018,159.99,2024-05-01 21:24:41.466589,datalake
269,Trek Precaliber 12 Boy's - 2018,9,1,2018,199.99,2024-05-01 21:24:41.466589,datalake
270,Trek Precaliber 16 Boy's - 2018,9,1,2018,209.99,2024-05-01 21:24:41.466589,datalake
271,Trek Precaliber 16 Girl's - 2018,9,1,2018,209.99,2024-05-01 21:24:41.466589,datalake
272,Trek Precaliber 20 6-speed Boy's - 2018,9,1,2018,289.99,2024-05-01 21:24:41.466589,datalake
273,Trek Precaliber 20 6-speed Girl's - 2018,9,1,2018,289.99,2024-05-01 21:24:41.466589,datalake
274,Trek Precaliber 20 Boy's - 2018,9,1,2018,229.99,2024-05-01 21:24:41.466589,datalake
275,Trek Precaliber 20 Girl's - 2018,9,1,2018,229.99,2024-05-01 21:24:41.466589,datalake
276,Trek Precaliber 24 (7-Speed) - Boys - 2018,9,1,2018,319.99,2024-05-01 21:24:41.466589,datalake
277,Trek Precaliber 24 21-speed Boy's - 2018,9,1,2018,369.99,2024-05-01 21:24:41.466589,datalake
278,Trek Precaliber 24 21-speed Girl's - 2018,9,1,2018,369.99,2024-05-01 21:24:41.466589,datalake
279,Trek Precaliber 24 7-speed Girl's - 2018,9,1,2018,319.99,2024-05-01 21:24:41.466589,datalake
280,Trek Superfly 24 - 2017/2018,9,1,2018,489.99,2024-05-01 21:24:41.466589,datalake
281,Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018,1,1,2018,319.99,2024-05-01 21:24:41.466589,datalake
282,Electra Cyclosaurus 1 (16-inch) - Boy's - 2018,1,1,2018,279.99,2024-05-01 21:24:41.466589,datalake
283,Electra Heartchya 1 (20-inch) - Girl's - 2018,1,1,2018,319.99,2024-05-01 21:24:41.466589,datalake
284,Electra Savannah 1 (20-inch) - Girl's - 2018,1,1,2018,319.99,2024-05-01 21:24:41.466589,datalake
285,Electra Soft Serve 1 (16-inch) - Girl's - 2018,1,1,2018,279.99,2024-05-01 21:24:41.466589,datalake
286,"Electra Starship 1 16"" - 2018",1,1,2018,279.99,2024-05-01 21:24:41.466589,datalake
287,Electra Straight 8 1 (16-inch) - Boy's - 2018,1,1,2018,279.99,2024-05-01 21:24:41.466589,datalake
288,Electra Straight 8 1 (20-inch) - Boy's - 2018,1,1,2018,389.99,2024-05-01 21:24:41.466589,datalake
289,"Electra Superbolt 1 20"" - 2018",1,1,2018,319.99,2024-05-01 21:24:41.466589,datalake
290,"Electra Superbolt 3i 20"" - 2018",1,1,2018,369.99,2024-05-01 21:24:41.466589,datalake
291,Electra Sweet Ride 1 (20-inch) - Girl's - 2018,1,1,2018,319.99,2024-05-01 21:24:41.466589,datalake
292,Electra Sweet Ride 3i (20-inch) - Girls' - 2018,1,1,2018,369.99,2024-05-01 21:24:41.466589,datalake
293,Electra Tiger Shark 1 (20-inch) - Boys' - 2018,1,1,2018,319.99,2024-05-01 21:24:41.466589,datalake
294,Electra Tiger Shark 3i (20-inch) - Boys' - 2018,1,1,2018,369.99,2024-05-01 21:24:41.466589,datalake
291,Electra Sweet Ride 1 (20-inch) - Girl's - 2018,1,1,2018,319.99,2024-05-01 21:24:41.466589,datalake
292,Electra Sweet Ride 3i (20-inch) - Girls' - 2018,1,1,2018,369.99,2024-05-01 21:24:41.466589,datalake
293,Electra Tiger Shark 1 (20-inch) - Boys' - 2018,1,1,2018,319.99,2024-05-01 21:24:41.466589,datalake
294,Electra Tiger Shark 3i (20-inch) - Boys' - 2018,1,1,2018,369.99,2024-05-01 21:24:41.466589,datalake
295,"Electra Treasure 1 20"" - 2018",1,1,2018,319.99,2024-05-01 21:24:41.466589,datalake
296,"Electra Treasure 3i 20"" - 2018",1,1,2018,369.99,2024-05-01 21:24:41.466589,datalake
297,"Electra Under-The-Sea 1 16"" - 2018",1,1,2018,279.99,2024-05-01 21:24:41.466589,datalake
298,Electra Water Lily 1 (16-inch) - Girl's - 2018,1,1,2018,279.99,2024-05-01 21:24:41.466589,datalake
299,Electra Townie Original 21D - 2018,1,2,2018,559.99,2024-05-01 21:24:41.466589,datalake
300,Electra Townie Balloon 3i EQ Ladies' - 2018,1,2,2018,799.99,2024-05-01 21:24:41.466589,datalake
301,Electra Townie Balloon 7i EQ - 2018,1,2,2018,899.99,2024-05-01 21:24:41.466589,datalake
302,Electra Townie Original 1 - 2018,1,2,2018,449.99,2024-05-01 21:24:41.466589,datalake
303,Electra Townie Go! 8i - 2017/2018,1,2,2018,2599.99,2024-05-01 21:24:41.466589,datalake
304,Electra Townie Original 21D EQ - 2017/2018,1,2,2018,679.99,2024-05-01 21:24:41.466589,datalake
305,Electra Townie Balloon 3i EQ - 2017/2018,1,2,2018,749.99,2024-05-01 21:24:41.466589,datalake
306,Electra Townie Balloon 7i EQ Ladies' - 2017/2018,1,2,2018,899.99,2024-05-01 21:24:41.466589,datalake
307,Electra Townie Balloon 8D EQ - 2016/2017/2018,1,2,2018,749.99,2024-05-01 21:24:41.466589,datalake
308,Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018,1,2,2018,749.99,2024-05-01 21:24:41.466589,datalake
309,Electra Townie Commute 27D - 2018,1,2,2018,899.99,2024-05-01 21:24:41.466589,datalake
310,Electra Townie Commute 27D Ladies - 2018,1,2,2018,899.99,2024-05-01 21:24:41.466589,datalake
311,Electra Townie Commute 8D - 2018,1,2,2018,749.99,2024-05-01 21:24:41.466589,datalake
312,Electra Townie Commute 8D Ladies' - 2018,1,2,2018,699.99,2024-05-01 21:24:41.466589,datalake
313,Electra Townie Original 1 Ladies' - 2018,1,2,2018,449.99,2024-05-01 21:24:41.466589,datalake
314,Electra Townie Original 21D EQ Ladies' - 2018,1,2,2018,679.99,2024-05-01 21:24:41.466589,datalake
315,Electra Townie Original 21D Ladies' - 2018,1,2,2018,559.99,2024-05-01 21:24:41.466589,datalake
316,Trek Checkpoint ALR 4 Women's - 2019,9,7,2019,1699.99,2024-05-01 21:24:41.466589,datalake
317,Trek Checkpoint ALR 5 - 2019,9,7,2019,1999.99,2024-05-01 21:24:41.466589,datalake
318,Trek Checkpoint ALR 5 Women's - 2019,9,7,2019,1999.99,2024-05-01 21:24:41.466589,datalake
319,Trek Checkpoint SL 5 Women's - 2019,9,7,2019,2799.99,2024-05-01 21:24:41.466589,datalake
320,Trek Checkpoint SL 6 - 2019,9,7,2019,3799.99,2024-05-01 21:24:41.466589,datalake
321,Trek Checkpoint ALR Frameset - 2019,9,7,2019,3199.99,2024-05-01 21:24:41.466589,datalake
